name,founded_date,location,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,linkedin_url,facebook_url,legalio_url,all_tags,status,
Trustatom,2014,"Vancouver, British Columbia, Canada",Document Automation,n/a,n/a,Trustatom provides privacy-respecting identity and smart contract solutions.,https://trustatom.com,https://twitter.com/trustatom?lang=en,https://angel.co/company/trustatom,https://www.crunchbase.com/organization/trustatom,http://www.linkedin.com/company/trustatom/,https://www.facebook.com/trustatom/,n/a,"Bitcoin, FinTech, Legal, Legal Tech",inactive,
Dealsign Solutions Oy,2017,"Helsinki, Finland",Document Automation,n/a,n/a,Dealsign is an easy to use negotiation and contracting service in the cloud.,https://www.dealsign.io,https://twitter.com/dealsign,n/a,https://www.crunchbase.com/organization/dealsign,https://www.linkedin.com/company/dealsign,n/a,n/a,"legal partner provided tenplates, contract mgmt, esigning, template mgmt, on-line negotiation",active,
Gino LegalTech,2017,"Paris, Ile-de-France, France",Document Automation,n/a,n/a,Gino LegalTech is a legal startup that specialized in contract robotization.,http://www.ginolegaltech.com/content/en/,https://twitter.com/ginolegaltech?lang=en,https://angel.co/company/gino-legaltech,https://www.crunchbase.com/organization/gino-legaltech,https://www.linkedin.com/company/gino-legaltech/,https://www.facebook.com/AssasFutureOfLaw/videos/gino-legaltech/445998492829075/,n/a,"Contact Management, Legal, Legal Tech, Software",active,
Closing Folders Inc.,2013,"Toronto, Ontario, Canada",Document Automation,n/a,n/a,Closing Folders is a provider of legal transaction management software (LTM).,https://www.closingfolders.com/,https://twitter.com/closingfolders?lang=en,n/a,https://www.crunchbase.com/organization/closing-folders,https://www.linkedin.com/company/closing-folders-inc-/,https://www.facebook.com/pages/Closing-Folders/425126327926838,n/a,"Document Management, Legal, Legal Tech, Software, Transaction Processing",active,
ClientSide,2015,"Atlanta, Georgia, United States",Document Automation,n/a,n/a,ClientSide is an electronic signature for the professional services industry.,n/a,n/a,n/a,n/a,https://www.linkedin.com/company/clientside-technologies/,n/a,n/a,"Document Management, E-Signature, Internet, Legal, Legal Tech, Professional Services",active,
BRYTER,2018,"Berlin, Berlin, Germany",Document Automation,n/a,n/a,BRYTER is the leading no-code building platform to automate expert knowledge.,https://bryter.io/,n/a,n/a,https://www.crunchbase.com/organization/bryter,https://www.linkedin.com/company/brytergmbh/,https://www.facebook.com/bryter.io/,n/a,"Enterprise Software, Industrial Automation, Legal Tech, SaaS, Software",active,
FreeWill,2017,"Palo Alto, California, United States",Document Automation,n/a,n/a,FreeWill is an online service that provides legal forms and legal information.,n/a,n/a,https://angel.co/company/freewill-co,n/a,https://www.linkedin.com/company/freewill/,https://www.facebook.com/FreeWillHQ/,n/a,"Information Services, Legal Tech, Social",active,
Law Explorers,1973,"Houston, Texas, United States",Document Automation,n/a,n/a,Law Explorers facilitates comprehension of the language and terminology of law.,http://www.lawexplorers.com,n/a,https://angel.co/company/law-explorers,https://www.crunchbase.com/organization/law-explorers,https://www.linkedin.com/company/sc-association-of-law-enforcement-explorers,https://www.facebook.com/lawexplorersincorporated/,n/a,"Consulting, Information Technology, Legal, Legal Tech",active,
Ironclad,2015,"San Francisco, CA, USA",Document Automation,n/a,n/a,Ironclad is an intelligent contract management system for in-house legal teams.,n/a,https://twitter.com/ironcladapp,https://angel.co/company/ironclad,n/a,https://www.linkedin.com/company/ironclad-inc-,https://www.facebook.com/ironcladinc/,n/a,n/a,active,
IIPRD,2019,"Noida, Uttar Pradesh, India",Document Automation,n/a,n/a,"IIPRD is a premier Patent Support, Technology Consulting, and IP Licensing Firm",https://www.iiprd.com/,https://twitter.com/hashtag/IIPRD?src=hash,n/a,https://www.crunchbase.com/organization/iiprd,https://www.linkedin.com/company/institute-of-intellectual-property-research-&-development/,https://www.facebook.com/IIPRD/,n/a,Legal Tech,active,
RefundMyTicket.Net (Claim Assistance SAS),2014,"Paris, France",Document Automation,n/a,n/a,We help you get a compensation of up to â¬600 for a delayed or cancelled flight,https://www.refundmyticket.net/,https://twitter.com/https://twitter.com/RefundMyTicket,https://angel.co/refundmyticket-net-claim-assistance-sas,https://www.crunchbase.com/organization/refundmyticket-net,n/a,n/a,n/a,n/a,active,
AOS Korea,2015,"Seoul, Seoul-t'ukpyolsi, South Korea",Document Automation,n/a,n/a,"AOS Korea provides legal tech, AI chatbot and intelligent cloud backup services.",http://aoskorea.kr,n/a,https://angel.co/south-korea,https://www.crunchbase.com/organization/aos-korea,https://www.linkedin.com/company/aos,https://www.facebook.com/pages/AOS-Korea/1001608079978381,n/a,"Artificial Intelligence, Information Technology, Legal Tech",active,
Smarter Drafter,2016,"Sydney, New South Wales, Australia",Document Automation,n/a,n/a,"Smarter Drafter creates advanced legal documents in minutes, not hours and days.",https://smarterdrafter.com.au/,n/a,n/a,https://www.crunchbase.com/organization/smarter-drafter,https://www.linkedin.com/company/smarter-drafter/,https://www.facebook.com/pages/category/Internet-Company/Smarter-Drafter-215178632368658/,n/a,"Document Management, Legal, Legal Tech, Software",active,
123recht.net,2000,"Hanover, Niedersachsen, Germany",Document Automation,n/a,n/a,123recht provides legal news and legal advice for those who do not have a lawyer.,https://123recht.net,https://twitter.com/michafriedmann,n/a,https://www.crunchbase.com/organization/123recht-net,n/a,https://www.facebook.com/123recht,n/a,"Advice, Document Management, Legal, Legal Tech, News, Professional Services",active,
RovBOT,2017,"Halifax, Nova Scotia, Canada",Document Automation,n/a,n/a,RovBOT is a tool to help international students with their Canadian visa process.,http://www.rovbot.ca/,n/a,https://angel.co/company/rovbot,https://www.crunchbase.com/organization/rovbot,https://www.linkedin.com/company/rovbot/,https://www.facebook.com/rovbot/,n/a,"Artificial Intelligence, Legal, Legal Tech, Software",inactive,
PacerDash,2011,"New York, New York, United States",Document Automation,n/a,n/a,"PacerDash is a platform that enables users to import, track, and retrieve dockets.",https://www.pacerdash.com/,https://twitter.com/pacerdash?lang=en,n/a,https://www.crunchbase.com/organization/pacerdash,n/a,n/a,n/a,"Document Management, Legal, Legal Tech",active,
PacerDash (caseflex),2011,"New York, New York, United States",Document Automation,n/a,n/a,"PacerDash is a platform that enables users to import, track, and retrieve dockets.",www.pacerdash.com/,https://twitter.com/pacerdash?lang=en,n/a,https://www.crunchbase.com/organization/pacerdash,n/a,n/a,n/a,"Document Management, Legal, Legal Tech",active,
Dealcircle,2014,"Copenhagen, Denmark",Document Automation,n/a,n/a,Organize and execute startup investments with speed and at a fraction of the cost.,https://dealcircle.co,https://twitter.com/deal_circle?lang=en,n/a,https://www.crunchbase.com/organization/dealcircle,https://www.linkedin.com/company/dealcircle-gmbh,https://www.facebook.com/DealCircle,n/a,n/a,active,
Tiqtime,2014,"Amsterdam, Noord-Holland, The Netherlands",Document Automation,n/a,n/a,TIQ’s mission is to explore new technologies to help people live and work smarter.,https://www.tiqtime.com/,https://twitter.com/tiqtime?lang=en,n/a,https://www.crunchbase.com/organization/tiqtime,https://www.linkedin.com/company/tiqtime/,https://www.facebook.com/tiqtime/,n/a,"Email, Legal, Legal Tech, Online Portals, Web Browsers",active,
SimplyAgree,2015,"Nashville, Tennessee, United States",Document Automation,n/a,n/a,implyAgree is a signature and closing management tool for transactional attorneys.,n/a,https://twitter.com/simplyagree?lang=en,https://angel.co/company/simplyagree,n/a,https://www.linkedin.com/company/simplyagree/,https://www.facebook.com/pages/SimplyAgree/343570112903048,n/a,"Information Services, Information Technology, Legal, Legal Tech, Software",active,
Traklight,2011,"Phoenix, Arizona, United States",Document Automation,Companies,Legal Service Using Tech,Traklight provides online intellectual property identification tools and resources.,n/a,https://twitter.com/traklight,https://angel.co/traklight,n/a,http://www.linkedin.com/company/traklight-com/,http://www.facebook.com/traklight/,n/a,"Cloud Data Services, Intellectual Property, Legal, Legal Tech, Software",active,
MapYourProperty,2015,"Toronto, Ontario, Canada",Document Automation,Companies,Legal Tech,MapYourProperty is a big data visualization tool for urban planning and development.,https://www.mapyourproperty.com/,https://twitter.com/mapyourproperty?lang=en,https://angel.co/company/mapyourproperty,https://www.crunchbase.com/organization/mapyourproperty,https://www.linkedin.com/company/mapyourproperty,https://www.facebook.com/mapyourproperty,n/a,"Big Data, Commercial, Data Visualization, Legal, Legal Tech, Mapping Services, Real Estate",active,
Civil Soot,2015,"Houston, Texas, United States",Document Automation,n/a,n/a,Civil Soot provides resources and tools for legal professionals and pro se litigants.,https://civilsoot.com,https://twitter.com/civil?lang=en,n/a,https://www.crunchbase.com/organization/civil-soot,https://www.linkedin.com/company/civil-soot/,n/a,n/a,"Document Management, Information Services, Legal, Legal Tech, Marketing, Professional Services, Security",inactive,
Legacy Network,2018,"Toulouse, Midi-Pyrenees, France",Document Automation,n/a,n/a,Legacy is a blockchain-based application allowing people to easily distribute assets.,https://legacy.network,n/a,n/a,https://www.crunchbase.com/organization/legacy-network,https://www.linkedin.com/company/legacy_network/,https://www.facebook.com/legacynetwork/,n/a,"Blockchain, Cryptocurrency, Insurance, InsurTech, Legal Tech",inactive,
LegalSpell,2016,"New Delhi, Delhi, India",Document Automation,n/a,n/a,LegalSpell  is a time efficient drafting platform working towards document automation.,http://www.legalspell.in/,https://twitter.com/legal_spell?lang=en,https://angel.co/company/legalspell,https://www.crunchbase.com/organization/legalspell,https://www.linkedin.com/company/legalspell/,n/a,n/a,"Document Management, Legal, Legal Tech",inactive,
Someturva,2017,"Helsinki, Southern Finland, Finland",Document Automation,n/a,n/a,Someturva offers free legal help for users of social media and other online platforms.,https://someturva.fi/,https://twitter.com/someturva?lang=en,https://angel.co/company/someturva,https://www.crunchbase.com/organization/someturva,https://www.linkedin.com/company/someturva/,https://www.facebook.com/Someturva/,n/a,"Artificial Intelligence, Legal, Legal Tech, Social Assistance, Software",active,
Stenovate,2018,"Kansas City, Missouri, United States",Document Automation,n/a,n/a,The only collaborative project management platform for legal transcript professionals.,https://www.stenovate.com/,https://twitter.com/stenovate?lang=en,n/a,https://www.crunchbase.com/organization/stenovate,https://in.linkedin.com/company/stenovate,https://www.facebook.com/Stenovate/,n/a,"Legal, Legal Tech",active,
CapMail,2015,"Paris, Ile-de-France, France",Document Automation,n/a,n/a,CapMail transforms enterprise mail in a dynamic electronic documents management system.,https://capmail.eu,n/a,https://angel.co/company/capmail,https://www.crunchbase.com/organization/capmail,n/a,n/a,n/a,"Document Management, Legal, Legal Tech",active,
Smart Protection,2019,"Madrid, Madrid, Spain",Document Automation,n/a,n/a,Smart Protection keeps and protects intellectual and industrial property rights online.,https://smartprotection.com/en/,n/a,n/a,https://www.crunchbase.com/organization/smart-protection,https://www.linkedin.com/company/smart-protection-assets-safe/,https://www.facebook.com/assetssafe/,n/a,"Customer Service, Cyber Security, Intellectual Property, Legal, Legal Tech, SaaS, Security, Software",active,
Lexplique,2011,"San Francisco, California, United States",Document Automation,n/a,n/a,Lexplique operates a translation service and other services for lawyers around the world.,lexplique.com,https://twitter.com/lexplique?lang=en,n/a,https://www.crunchbase.com/organization/lexplique-lk-splik,https://www.linkedin.com/company/lexplique-llc,http://www.facebook.com/Lexplique,n/a,"Law Enforcement, Legal, Legal Tech, Translation Service",inactive,
AudioCaseFiles,2006,"Cambridge, Massachusetts, United States",Document Automation,n/a,n/a,AudioCaseFiles and Courtroom View Network offer multimedia content to the legal community.,n/a,https://twitter.com/audiocasefiles?lang=en,https://angel.co/company/audiocasefiles,n/a,https://www.linkedin.com/company/audiocasefiles/,n/a,n/a,"Ediscovery, Information Technology, Legal, Legal Tech, Software",active,
eVue Digital Labs,2010,Dallas,Document Automation,n/a,n/a,Harmonizing the physical with the digital to bring the world virtual. Including forensics.,https://www.evuedigital.com/,https://twitter.com/evuedigital?lang=en,https://angel.co/evue-digital,https://www.crunchbase.com/organization/evue-digital-labs,https://www.linkedin.com/company/evue-digital,https://www.facebook.com/pg/evuelabs,n/a,n/a,inactive,
PasteLaw,2013,Pittsburgh,Document Automation,n/a,n/a,PasteLaw uses Blind Commentingã¢ so you get feedback without anyone seeing your document.,n/a,https://twitter.com/pastelaws?lang=en,https://angel.co/company/pastelaw-1,n/a,n/a,https://www.facebook.com/Pastelaw-cliq-518736798280830/likes?ref=page_internal,n/a,n/a,inactive,
Vaultedge Software,2015,"Bangalore, Karnataka, India",Document Automation,n/a,n/a,Vaultedge is a legal tech company that helps law firms organize and find documents easier.,https://www.vaultedge.com/,https://twitter.com/vaultedgetweets?lang=en,https://angel.co/company/vaultedge-1,https://www.crunchbase.com/organization/vaultedge,https://www.linkedin.com/company/vaultedge/,https://www.facebook.com/vaultedge/,n/a,"Artificial Intelligence, Cloud Data Services, Data Visualization, Document Management, Internet, Legal Tech, Risk Management, Software",active,
LeBonBail,2015,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Document Automation,n/a,n/a,LeBonBail offers a solution for writing and signing the real estate rental contract online.,https://www.lebonbail.fr/,https://twitter.com/lebonbailbe?lang=en,https://angel.co/company/lebonbail,https://www.crunchbase.com/organization/lebonbail,https://www.linkedin.com/company/lebonbail/,https://www.facebook.com/lebonbailfr/,n/a,"Information Technology, Legal, Legal Tech, Real Estate, Software",active,
